Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,69.6875,69.75,67.0,67.0625,34.99137878417969,1273200
2000-01-04,67.0,67.0,64.625,64.9375,33.88262176513672,1385800
2000-01-05,64.875,68.0,64.75,68.0,35.48053741455078,1401700
2000-01-06,65.875,68.125,65.0,68.0,35.48053741455078,1959100
2000-01-07,67.625,67.625,65.75,66.375,34.63267517089844,996000
2000-01-10,66.875,67.4375,66.4375,67.0625,34.99137878417969,1191700
2000-01-11,67.125,67.4375,65.25,65.25,34.04566192626953,1020000
2000-01-12,66.125,67.5,65.4375,67.375,35.15443801879883,1097700
2000-01-13,67.625,68.5,67.375,68.3125,35.643611907958984,1071200
2000-01-14,68.875,69.25,68.3125,69.0625,36.03492736816406,1160000
2000-01-18,69.0,69.0,67.375,68.6875,35.839256286621094,980500
2000-01-19,68.5,68.5625,67.4375,68.25,35.61098861694336,1087300
2000-01-20,68.125,69.125,68.125,68.875,35.937103271484375,1972000
2000-01-21,68.875,68.875,66.6875,67.25,35.089210510253906,1270100
2000-01-24,67.875,68.25,66.0,66.0,34.4370002746582,831400
2000-01-25,65.625,66.625,64.75,65.875,34.37177658081055,1263000
2000-01-26,65.25,65.625,64.5,65.125,33.98043441772461,933400
2000-01-27,65.3125,65.375,64.0,65.125,33.98043441772461,1128400
2000-01-28,65.125,65.875,64.0,64.9375,33.88262176513672,1324700
2000-01-31,63.0,64.0,59.0,60.0,31.306360244750977,5745800
2000-02-01,59.6875,61.5,58.3125,61.375,32.023799896240234,4761000
2000-02-02,59.75,59.9375,57.1875,58.25,30.393268585205078,4740600
2000-02-03,59.25,59.5,57.375,57.625,30.067138671875,1951900
2000-02-04,58.1875,58.1875,56.0625,56.375,29.41494369506836,1745200
2000-02-07,56.625,56.8125,55.5,55.75,29.088821411132812,1480200
2000-02-08,56.25,59.375,55.75,59.375,30.980241775512695,2055100
2000-02-09,59.5,59.625,58.0,58.0,30.262807846069336,1209400
2000-02-10,58.0625,58.5,56.5,57.0625,29.77364730834961,995700
2000-02-11,56.8125,57.0,55.125,55.125,28.762733459472656,1013900
2000-02-14,55.3125,55.5,54.125,54.375,28.37138557434082,2052800
2000-02-15,54.4375,55.0,53.5625,54.9375,28.664871215820312,1182900
2000-02-16,55.1875,56.4375,54.5,56.0,29.21927261352539,1530000
2000-02-17,56.5,58.25,56.125,58.0,30.262807846069336,1036000
2000-02-18,58.0,59.4375,55.25,56.9375,29.70842933654785,1529200
2000-02-22,56.9375,56.9375,54.5625,55.0,28.697486877441406,1226000
2000-02-23,55.0625,56.25,54.0625,54.9375,28.664871215820312,855700
2000-02-24,55.0,55.0,53.8125,54.0625,28.2958984375,1049300
2000-02-25,54.9375,55.75,54.0625,55.5,29.048290252685547,961700
2000-02-28,55.5625,55.625,54.5,55.0,28.786579132080078,565600
2000-02-29,55.0,55.3125,54.5,54.625,28.590309143066406,750900
2000-03-01,54.625,54.6875,51.875,52.5,27.478097915649414,1471000
2000-03-02,52.125,53.625,52.0625,53.3125,27.903364181518555,1136600
2000-03-03,53.3125,53.5,52.5625,52.6875,27.576236724853516,1030700
2000-03-06,54.375,54.375,52.5,52.75,27.608932495117188,1431500
2000-03-07,52.75,52.8125,49.0,50.625,26.49673843383789,2319100
2000-03-08,52.75,54.5,51.3125,54.3125,28.42673683166504,2275300
2000-03-09,54.5,54.5,52.4375,53.0,27.739803314208984,1199700
2000-03-10,53.75,54.375,53.0625,53.4375,27.968780517578125,776700
2000-03-13,52.25,54.1875,52.125,52.75,27.608932495117188,671700
2000-03-14,52.5,53.5,52.3125,52.5625,27.510814666748047,1072500
2000-03-15,52.9375,55.375,51.625,54.9375,28.753864288330078,2274800
2000-03-16,55.875,57.625,55.0625,56.25,29.44080924987793,1635300
2000-03-17,57.0625,57.0625,55.5,55.5,29.048290252685547,622400
2000-03-20,56.5,56.875,55.25,56.5625,29.604372024536133,843400
2000-03-21,56.3125,58.375,55.25,58.1875,30.454896926879883,889000
2000-03-22,58.1875,59.0625,56.8125,56.875,29.7679386138916,763100
2000-03-23,56.8125,59.9375,56.0,59.625,31.207246780395508,1472900
2000-03-24,60.0,64.125,59.8125,63.75,33.36625289916992,2148200
2000-03-27,63.0,64.0,62.625,63.1875,33.07184600830078,960400
2000-03-28,62.5,63.0,60.0625,60.25,31.534379959106445,639300
2000-03-29,61.25,61.25,58.3125,59.0625,30.912864685058594,869700
2000-03-30,58.8125,60.125,58.3125,58.5625,30.651147842407227,682400
2000-03-31,59.5625,63.0,58.1875,62.984375,32.96553421020508,727100
2000-04-03,62.0,62.0,59.0,59.375,31.07640838623047,830000
2000-04-04,59.375,59.75,55.375,57.8125,30.25863265991211,1309000
2000-04-05,56.8125,58.25,56.8125,58.1875,30.454896926879883,478000
2000-04-06,58.3125,60.1875,58.3125,59.875,31.338125228881836,800700
2000-04-07,59.875,61.4375,59.125,60.875,31.861515045166016,778200
2000-04-10,61.125,64.0,61.0,64.0,33.49711227416992,1275600
2000-04-11,63.3125,63.3125,62.125,63.1875,33.07184600830078,616700
2000-04-12,62.8125,62.875,61.25,61.5,32.18862533569336,608700
2000-04-13,61.5,61.5,59.4375,60.25,31.534379959106445,566300
2000-04-14,58.5,58.75,55.0,55.0,28.786579132080078,859800
2000-04-17,57.0,59.5,55.0,58.0,30.356739044189453,1152900
2000-04-18,58.0,61.1875,58.0,60.6875,31.763383865356445,714900
2000-04-19,60.1875,60.5,58.75,59.0625,30.912864685058594,510200
2000-04-20,61.0,63.875,60.625,63.5,33.23543167114258,1730600
2000-04-24,63.0,63.25,62.0,62.625,32.77743148803711,1071000
2000-04-25,64.3125,66.4375,63.8125,66.4375,34.77287292480469,1644600
2000-04-26,66.5,66.9375,64.9375,66.1875,34.64200973510742,1239300
2000-04-27,65.5,66.5625,65.1875,65.9375,34.511173248291016,689400
2000-04-28,66.6875,66.75,65.5,66.5,34.80559158325195,1011200
2000-05-01,66.625,66.9375,64.25,64.25,33.62795639038086,904600
2000-05-02,64.0625,64.4375,63.25,63.8125,33.398963928222656,1565300
2000-05-03,64.0625,64.0625,62.3125,62.375,32.64659118652344,566400
2000-05-04,62.125,62.125,60.0,60.9375,31.894229888916016,669000
2000-05-05,59.75,60.875,59.0,59.875,31.338125228881836,834300
2000-05-08,59.0,61.75,58.3125,61.0625,31.959640502929688,1726400
2000-05-09,61.5,63.375,60.8125,62.5,32.71200942993164,859200
2000-05-10,62.0,62.375,60.625,60.8125,31.828807830810547,880400
2000-05-11,60.875,61.6875,60.875,61.25,32.057769775390625,934200
2000-05-12,61.5,62.625,61.375,61.5625,32.221336364746094,603600
2000-05-15,61.5625,64.0,60.6875,63.3125,33.13727951049805,1110200
2000-05-16,64.0,64.0,61.875,62.0,32.450313568115234,526500
2000-05-17,61.75,62.875,61.1875,62.3125,32.61388397216797,466300
2000-05-18,62.25,62.25,61.375,62.125,32.51573944091797,626500
2000-05-19,61.875,62.1875,60.5,61.875,32.38490676879883,754800
2000-05-22,61.625,61.875,59.875,61.4375,32.15591812133789,701700
2000-05-23,61.1875,62.25,61.125,61.875,32.38490676879883,669500
2000-05-24,61.0,61.375,59.125,59.625,31.207246780395508,592700
2000-05-25,59.4375,60.25,58.0,58.875,30.902820587158203,795300
2000-05-26,59.0,59.3125,56.75,57.1875,30.017091751098633,1003100
2000-05-30,57.0,59.3125,57.0,59.0625,31.001245498657227,602100
2000-05-31,59.9375,60.9375,59.625,59.875,31.42772102355957,794000
2000-06-01,60.8125,62.0625,60.625,61.5,32.2806510925293,1261000
2000-06-02,62.1875,62.4375,60.9375,61.0,32.01822280883789,745100
2000-06-05,60.875,62.5,60.8125,61.5625,32.31346130371094,812100
2000-06-06,61.5625,61.875,60.75,61.75,32.411895751953125,585000
2000-06-07,61.75,62.1875,61.4375,62.0625,32.57590866088867,729800
2000-06-08,62.0,62.125,60.25,60.25,31.62455940246582,606300
2000-06-09,60.25,60.25,59.3125,59.3125,31.13247299194336,505500
2000-06-12,59.0,59.875,57.5,59.34375,31.14887809753418,1105100
2000-06-13,59.5,62.0625,59.25,61.3125,32.1822395324707,958400
2000-06-14,61.1875,61.875,60.875,61.25,32.149444580078125,898600
2000-06-15,61.5,62.5,61.4375,62.375,32.739933013916016,1076100
2000-06-16,62.4375,62.75,61.375,61.75,32.411895751953125,721300
2000-06-19,61.75,62.1875,60.25,62.125,32.608707427978516,1019300
2000-06-20,61.875,62.0,60.875,61.4375,32.24785614013672,630200
2000-06-21,60.9375,61.8125,60.5625,61.75,32.411895751953125,627200
2000-06-22,61.5625,62.9375,61.25,62.9375,33.03520584106445,1331900
